QID,abstract
Q3316030,Miren Lourdes Oñederra Olaizola (born 9 June 1958) is a Basque writer and professor.
Q3437309,"Robyn Erbesfield-Raboutou (born 8 August 1963), is an American rock climber and rock climbing coach. She is a 4-time World Cup champion (1992, 1993, 1994, 1995), and won the biennial World Championships in 1995. She is the third-ever woman in history to climb a 5.14a (8b+) graded sport climbing route. She has coached several competition climbers, including Megan Mascarenas, Margo Hayes and her daughter, Brooke Raboutou."
Q3626950,"Zain Javadd Malik (/ˈmælɪk/ MAL-ik; born 12 January 1993), known mononymously as Zayn, is an English Pakistani pop and R&B singer. Zayn auditioned as a solo contestant for the British music competition television series The X Factor in 2010. After being eliminated, he was brought back to the competition to form the five-piece boy band One Direction, which went on to become one of the best-selling boy bands of all time. He left the group in March 2015 and signed a solo recording contract with RCA Records. Adopting a more alternative R&B music style on his first solo studio album, Mind of Mine (2016), and its lead single, ""Pillowtalk"", he became the first British male artist to debut at number one in both the UK and US with his debut single and album."
Q3639894,"Elvira Leonardi Bouyeure (1 June 1906 – 24 February 1999), was a notable Italian fashion designer and couturier of the post-war period based in Milan. Her clients were mainly connected to the La Scala opera, and she is known as the creator of the style for Maria Callas, whom she first met in 1951 at a dinner party organized by Wally Toscanini. Bouyeure was a granddaughter of the composer Giacomo Puccini."
Q4045556,"Adelén Rusillo Steen (born 4 November 1996), known professionally as Adelén, is a Spanish-Norwegian singer."
Q4403917,"Ina Christine Wroldsen (born 29 May 1984), previously known simply as Ina, is a Norwegian singer and songwriter. She was a part of the electropop duo Ask Embla with Icelandic producer and songwriter Arnthor Birgisson."
Q4489496,"Willemijn Bos (born 2 May 1988) is a Dutch field hockey defender. In 2011, she was included to the All-Star team by the International Hockey Federation. She was to be selected for the 2012 Summer Olympics but tore her anterior cruciate ligament during a friendly against the United States three days before the Games and had to withdraw. She returned to competitions in March 2013, and won a silver medal at the 2016 Rio Olympics. Bos took up hockey aged six."
Q4718068,"Dr. Alexa Irene Canady (born November 5, 1950) is a retired American medical doctor specializing in pediatric neurosurgery. She was born in Lansing, Michigan and earned both her bachelors and medical degree from the University of Michigan. After completing her residency at the University of Minnesota in 1981, she became the first black woman to become a neurosurgeon. This came after Ruth Kerr Jakoby became the first American woman to be board certified in neurosurgery in 1961. Canady specialized in pediatric neurosurgery and was the chief of neurosurgery at the Children's Hospital in Michigan from 1987 until her partial retirement in 2001."
Q4858777,Barbara Brlec (born 14 April 1972 in Domžale) is a former Slovenian alpine skier who competed in the 1992 Winter Olympics.
Q5041961,"Carlos Roberto Cuadras Quiroa (born August 24, 1988) is a Mexican professional boxer who held the WBC super flyweight title from 2014 to 2016.As an amateur he won a gold medal in the bantamweight division at the 2007 Pan American Games."
Q5415156,"Eva Puck (November 25, 1892 – October 25, 1979) was an American entertainer, a vaudeville headliner who later found success performing in Broadway musical comedies and film."
Q5437875,"Fatimah bint Sa’d Al Āmri Al-Zahrani (Arabic: فاطمة بنت سعد العامري الزهراني), was the paternal great-great-great-great-grandmother and maternal great-great-great-grandmother of Islamic prophet Muhammad. Her full name is: Fatimah bint Sa’d bin Sail bin Khair bin Hamālah bin Oaf bin Ghanam bin Āmir (banu Āmir) bin Amro bin Gha’thamah bin Gha’thamah bin Yashkor bin Mobsher bin Sa’b bin Dahman bin Nasr bin Zahran bin Ka’ab bin Al-Harith bin Ka’ab bin Abdullah Mālik bin Nasr bin Azd."
Q5651487,"Hao Lei (born 1 November 1978) is a Chinese actress and singer, known for her starring roles in Lou Ye's films Summer Palace (2006) and Mystery (2012)."
Q5793043,"Richard Norman Hastings (born February 7, 1941) is an American politician and member of the Republican Party who served as the U.S. representative for Washington's 4th congressional district from 1995 until his retirement in 2015. The district includes much of central Washington including the Tri-Cities, Yakima, and Moses Lake. The most conservative Republican in Washington's Congressional delegation, he chaired the House Committee on Ethics from 2005 to 2007 and chaired the House Committee on Natural Resources from 2011 to his leaving office. In February 2014, Hastings announced that he would not run for re-election in 2014."
Q5855192,Facundo Julián Callejo (born 2 July 1992) is an Argentine professional footballer who plays as a forward for Primera B Nacional side Temperley.
Q5991206,"Ifigenija Zagoričnik Simonović (born 24 March 1953) is a Slovene poet, essayist, writer, editor and potter. Zagoričnik was born in Kranj in 1953. She studied Comparative literature and Slavistics at the University of Ljubljana and from 1978 to 2003 lived in London where she attended Art school and worked as a potter and artist. In 2009 she received the Rožanc Award for her collection of essays Konci in kraji (Bits and Places). She also writes for children."
Q6137546,"James Lawrence Dolan (born May 11, 1955) is an American businessman who serves as executive chairman and CEO of Madison Square Garden Sports and Madison Square Garden Entertainment and executive chairman of MSG Networks. As the companies' chairman, Dolan oversees all operations within the company and also supervises day-to-day operations of its professional sports teams, the New York Knicks and New York Rangers as well as their regional sports networks, which include MSG Network and MSG Plus. Dolan previously served as CEO of Cablevision until its sale in June 2016."
Q6537661,"Alexandra Danielle Ainsworth (born October 28, 1992) is an Emmy Award-winning American actress. She is recognized for her roles as Kristina Davis on General Hospital, Amber from Shameless, and Jessica Burns in the 2015 film A Girl Like Her."
Q6982746,"Rahmat-un-Nissa (Persian: رحمت النساء بیگم; died c. 1691), better known by her title Nawab Bai (Persian: نواب بائی; meaning ""The Great""), was a secondary wife of the Mughal emperor Aurangzeb. She gave birth to Aurangzeb's first two sons, including Bahadur Shah I, who became Mughal emperor in 1707. Nawab Bai was unpopular at the Mughal court and lost her husband's favour quite early on in her life while the misconduct of her sons, Muhammad Sultan and Muhammad Muazzam, embittered her latter life. She died in 1691 in Delhi after long years of separation from her husband and children."
Q7686300,"Tarla Dalal (3 June 1936 – 6 November 2013) was an Indian food writer, chef, cookbook author and host of cooking shows. Her first cook book, The Pleasures of Vegetarian Cooking, was published in 1974. Since then, she wrote over 100 books and sold more than 10 million copies. She also ran the largest Indian food web site, and published a bi-monthly magazine, Cooking & More. Her cooking shows included The Tarla Dalal Show and Cook It Up With Tarla Dalal."
Q7704911,"Moitheri Pheto (born 11 May 1981) is a South African actress who is known for starring in an Oscar-winning film Tsotsi (2005) and other South African soapies. She had a recurring role of a heart surgeon, Dr. Malaika Maponya, on the American soap opera The Bold and the Beautiful. Recently she has been under investigation concerning being a corrupt South African Fraudster who stole the orphanage money in 2022."
Q9049948,"Reina Triendl (Japanese: トリンドル 玲奈, Hepburn: Torindoru Reina, German pronunciation: [ˈrɛɪ̯nɐ triːndl]) is an Austrian-Japanese model, tarento and actress."
Q9179358,"Brikena Smajli (born 1970) is an Albanian writer, and a lecturer at the European University of Tirana. Smajli was born in Shkodra, where she still lives. She has been described as ""a fine representative of a new generation of female writers in Albania""."
Q9357333,"Maria Teresa Merlo (20 February 1894 – 5 February 1964) – in religious life ""Tecla"" – was an Italian Roman Catholic professed religious and the co-founder of the Daughters of Saint Paul that she established alongside Blessed Giacomo Alberione. Merlo was an extensive writer and traveler as she penned articles for her order and made visits across the world to communities that were established in nations such as the United States of America and Australia. The beatification process commenced in the 1960s though the formal introduction of the cause was initiated in 1982. Pope John Paul II conferred the title of Venerable upon her in 1991 after confirming that she had lived a model life of heroic virtue."
Q10444417,"Gillian Wearing CBE, RA (born 10 December 1963) is an English conceptual artist, one of the Young British Artists, and winner of the 1997 Turner Prize. In 2007 Wearing was elected as lifetime member of the Royal Academy of Arts in London. Her statue of the suffragist Millicent Fawcett stands in London's Parliament Square. From 5 November 2021 to 4 April 2022, the Solomon R. Guggenheim Museum in New York City showed Gillian Wearing: Wearing Masks, the first retrospective of Wearing's work in North America."
Q12784239,"Alenka Ermenc, born 5 September 1963, is an officer in the Slovenian army and was the first woman to hold the position of Chief of defence within NATO forces."
Q14623441,Vita Mavrič is a Slovene chansonnier.
Q15080893,Penny Pax is an American pornographic actress and model.
Q15115813,"Bertha Pallan Thurston Cody (née Parker; August 30, 1907 – October 8, 1978) was an American archaeologist, working as an assistant in archaeology at the Southwest Museum. She was also married to actor Iron Eyes Cody. She is thought to be the first Native American female archaeologist of Abenaki and Seneca descent."
Q15119474,"Louisa Venable Kyle (August 11, 1903 – October 24, 1999) was an American historian, author and journalist. She wrote works of fiction based on the history of her home state of Virginia."
Q15155515,"Jade Pettyjohn (born November 8, 2000) is an American actress. She is known for her roles as McKenna Brooks in An American Girl: McKenna Shoots for the Stars, as Summer on the Nickelodeon television series School of Rock, as Lexie Richardson on the Hulu drama television miniseries Little Fires Everywhere, and as Grace Sullivan on the ABC series Big Sky."
Q15297481,"Virginia Mae Brown (November 13, 1923 – February 15, 1991) was an American civil servant, government official, and lawyer. Among her many ""firsts"", she became West Virginia's first female assistant attorney general by working for Attorney General John G. Fox. She was later named West Virginia's insurance commissioner, the first female to hold this position in the United States. President Lyndon B. Johnson appointed Brown a member of the Interstate Commerce Commission (ICC), the first female since its inception in 1887, and later promoted her to be its first female chair."
Q15352864,"Mary Hamilton Swindler (January 2, 1884 – January 16, 1967) was an American archaeologist, classical art scholar, author, and professor of classical archaeology, most notably at Bryn Mawr College, the University of Pennsylvania, and the University of Michigan. Swindler also founded the Ella Riegel Memorial Museum at Bryn Mawr College. She participated in various archaeological excavations in Greece, Egypt, and Turkey. The recipient of several awards and honors for her research, Swindler's seminal work was Ancient Painting, from the Earliest Times to the Period of Christian Art (1929)."
Q15401962,Shanta Vasisht (born ca. 1926) is an Indian politician. During the 1950s and 1960s she served as minister in the Delhi state government and as a member of the Rajya Sabha.
Q15554616,"Lize Feryn (born 4 March 1993) is a Belgian actress, model and author of Flemish descent."
Q19804027,"Asunción Linares Rodríguez (12 February 1921 – 21 April 2005) was a Spanish paleontologist who excelled in teaching and research. She earned a degree in Natural Sciences at the Complutense University of Madrid, obtaining her doctorate in 1952 under the direction of . She became the Chair of Paleontology at the University of Granada in 1961, being the first woman to obtain such a position on a science faculty in Spain, and the second to become a full professor after the Civil War. Regarding her academic relevance, she stood out for the direction of numerous doctoral works over her career. She introduced the specialty of Micropaleontology at the University of Granada."
Q3183321,"Sherine Sayed Mohamed Abdel-Wahab (Arabic: شيرين سيد محمد عبد الوهاب; born October 8, 1980), known professionally by the mononym Sherine (Arabic: شيرين), is an Egyptian singer, actress, TV host and personality, and a former judge on MBC's The Voice: Ahla Sawt."
Q17148744,"Fady Fatrouni (Arabic: فادي فتروني; born 2 February 1987), best known by his stage name Faydee, is an Australian singer of Lebanese descent. He is best known for his 2013 single ""Can't Let Go"", as well his international hit ""Habibi (I Need Your Love)"" credited to Shaggy, Mohombi, Faydee and Costi."
Q2268900,Jean-Jacques Cassiman (25 April 1943 – 5 August 2022) was a Belgian geneticist and professor of human genetics.
Q2715830,Alexandru Scarlat Ghica (? – after 1768) was Voivode (Prince) of Wallachia from December 1766 to October 1768. He succeeded Scarlat Ghica.
Q146906,"Hussein bin Talal (Arabic: الحسين بن طلال, Al-Ḥusayn ibn Ṭalāl; 14 November 1935 – 7 February 1999) was King of Jordan from 11 August 1952 until his death in 1999. As a member of the Hashemite dynasty, the royal family of Jordan since 1921, Hussein was a 40th-generation direct descendant of Muhammad. Hussein was born in Amman as the eldest child of Talal bin Abdullah and Zein al-Sharaf bint Jamil. Talal was then the heir to his own father, King Abdullah I. Hussein began his schooling in Amman, continuing his education abroad. After Talal became king in 1951, Hussein was named heir apparent."
Q459471,"Brian David Scalabrine (born March 18, 1978), nicknamed the ""White Mamba"", is an American former professional basketball player who is currently a television analyst for the Boston Celtics of the National Basketball Association (NBA). He is also the co-host of ""The Starting Lineup"", which airs weekdays from 7 a.m. to 10 a.m. ET on SiriusXM NBA Radio. Raised in Enumclaw, Washington, Scalabrine attended the University of Southern California after transferring from Highline College. As a member of the USC Trojans men's basketball team, Scalabrine was the top scorer and a leader in field goals and rebounds."
Q25144,"Kevin Spacey Fowler (born July 26, 1959) is an American actor. He began his career as a stage actor during the 1980s, obtaining supporting roles before gaining a leading man status in film and television. Spacey has received various accolades for his performances on stage and screen including two Academy Awards, a Tony Award, two Laurence Olivier Awards, and four Screen Actors Guild Awards. He received nominations for a Grammy Award as well as twelve Primetime Emmy Awards. Spacey received a star on the Hollywood Walk of Fame in 1999, and was named an honorary Commander and Knight Commander of the Order of the British Empire in 2010 and 2015, respectively."
Q313316,"Romelu Lukaku Bolingoli (Dutch pronunciation: [ˈroːmeːlu luˈkaːku]; born 13 May 1993) is a Belgian professional footballer who plays as a striker for Serie A club Inter Milan, on loan from Premier League club Chelsea, and the Belgium national team. Lukaku began his senior club career playing for Anderlecht, where he won a Belgian Pro League title and finished as the league's top goalscorer. In 2011, he joined Chelsea in a transfer worth £10 million (€12 million), but limited playing time resulted in loans to West Bromwich Albion and Everton; in 2014, Lukaku signed with Everton in a then club-record transfer worth £28 million (€32 million), going on to finish as the league's second-top goalscorer. He subsequently signed with Manchester United in a transfer worth £75 million (€88 million), but after a breakdown in relations with the club, Lukaku departed for Inter Milan in 2019 in a club-record deal worth €80 million (£68.1 million), and won a Serie A title and Serie A Most Valuable Player. In 2021, Lukaku returned to Chelsea in a club-record transfer worth £97.5 million (€115 million), becoming the seventh-most expensive player, the most expensive Belgian player, and the most expensive player with reference to cumulative transfer fees."
Q5332155,"Ecaterina Teodoroiu (Romanian pronunciation: [ekateˈrina te.odoˈroju]; born Cătălina Toderoiu; 15 January 1894 – 3 September 1917) was a Romanian woman who fought on the front and died in World War I, and is regarded as a heroine of Romania. A Romanian Scouts member, she had initially worked as a nurse but she subsequently decided to become a front-line soldier, being deeply impressed by the patriotism of the wounded and the death of her brother Nicolae, a sergeant in the Romanian Army. It was an unusual decision for a woman of that era, so she was sent to the front rather reluctantly. However, with the support of the Romanian royal family, she was able to serve in the military and eventually came to be seen as a symbol."
Q3999174,"Trix (born July 5, 1960 in Floresta, Buenos Aires, Argentina), is the stage name of the triplet sisters María Emilia Fernández Roussee, María Eugenia Fernández Roussee and María Laura Fernández Rousse."
Q117139,"Cameron Jibril Thomaz (born September 8, 1987), better known by his stage name Wiz Khalifa, is an American rapper, singer, songwriter, and actor. He released his debut album, Show and Prove, in 2006 and signed to Warner Bros. Records in 2007. His Eurodance-influenced single ""Say Yeah"" received urban radio airplay, charting on the Rhythmic Top 40 and Hot Rap Tracks charts in 2008, becoming his first minor hit. Thomaz parted with Warner Bros. and released his second album, Deal or No Deal, in November 2009. He released the mixtape Kush and Orange Juice as a free download in April 2010; he then signed with Atlantic Records."
Q192965,"Juan Román Riquelme (Spanish pronunciation: [ˈxwan roˈman riˈkelme]; born 24 June 1978) is an Argentine former professional footballer and current vice-president of Boca Juniors, the club where he spent the majority of his playing career. He is considered by various journalists, players and coaches as one of the greatest Argentine players of all time, as well as one of the most outstanding midfielders of his generation. Riquelme played as a midfielder in the classic ""enganche"" role from 1996 until 2015, beginning his career with Boca Juniors, where he won ten titles, including three Copa Libertadores and one Intercontinental Cup. In 2002 he was transferred to FC Barcelona of Spain, but his time at the club was short lived due to his unsteady relationship with then-head coach, Louis van Gaal. Riquelme was subsequently loaned to and later bought by fellow La Liga club Villareal, where Riquelme would help the club to achieve a third place league finish in the 2004–05 La Liga and reach the semifinals of the Champions League for the first time in the club's history in the following campaign."
Q134661,"George Boole (/buːl/; 2 November 1815 – 8 December 1864) was a largely self-taught English mathematician, philosopher, and logician, most of whose short career was spent as the first professor of mathematics at Queen's College, Cork in Ireland. He worked in the fields of differential equations and algebraic logic, and is best known as the author of The Laws of Thought (1854) which contains Boolean algebra. Boolean logic is credited with laying the foundations for the Information Age."
Q467940,"Charly García (born Carlos Alberto García, October 23, 1951) is an Argentine singer-songwriter, musician and record producer. He formed and headlined two of the most popular bands in Argentina's rock history: Sui Generis in the 1970s and Serú Girán in the 1980s, plus cult status groups like progressive-rock act La Máquina de Hacer Pájaros and folk rock supergroup PorSuiGieco, both also in the 1970s. Since the 1980s García has worked mostly as a solo musician. His main instrument is the piano, followed by guitar and keyboards. García is also well known for his flamboyant and rebellious personality as well as his bicolor moustache, with one side white due to vitiligo."
Q16914221,"Hamilton Nash Grier (born December 28, 1997) is an American Internet personality. He became known for his online videos on the now-defunct video sharing service Vine in early 2013. By 2015, Grier was the second most-followed user on the platform."
Q7422117,"Sarah Boone (née Sarah Marshall; 1832 – 1904) was an African-American inventor. On April 26, 1892, she obtained United States patent number 473,563 for her improvements to the ironing board. Boone's ironing board was designed to improve the quality of ironing the sleeves and bodies of women's garments. The ironing board was very narrow, curved, and made of wood. The shape and structure allowed it to fit a sleeve and it was reversible, so one could iron both sides of the sleeve."
Q600581,"Leuthard I of Paris (died before 28 December 815) was count of Paris and Fézensac. He was the son of Gerard I of Paris and Rotrude. His brothers were the counts and Beggo of Paris. Around 781, Leuthard was sent by Charlemagne to the duchy of Aquitaine where he stayed in the circle of Louis the Pious, king of Aquitaine (781-814) and emperor of the West (814-840). Leuthard married Grimhilda (also known as Grimeut d'Alsace) with whom he had the following children:  * Engeltrude de Fézensac, wife of Odo of Orléans, and mother of Ermentrude of Orléans who married the future emperor Charles the Bald."
Q193803,"Sir Roger Penrose OM FRS HonFInstP (born 8 August 1931) is an English mathematician, mathematical physicist, philosopher of science and Nobel Laureate in Physics. He is Emeritus Rouse Ball Professor of Mathematics in the University of Oxford, an emeritus fellow of Wadham College, Oxford, and an honorary fellow of St John's College, Cambridge and University College London. Penrose has contributed to the mathematical physics of general relativity and cosmology. He has received several prizes and awards, including the 1988 Wolf Prize in Physics, which he shared with Stephen Hawking for the Penrose–Hawking singularity theorems, and one half of the 2020 Nobel Prize in Physics ""for the discovery that black hole formation is a robust prediction of the general theory of relativity"". He is regarded as one of the greatest living physicists, mathematicians and scientists, and is particularly noted for the breadth and depth of his work in both natural and formal sciences."
Q456617,"Manuel Agudo Durán (Spanish pronunciation: [maˈnwel aˈɣuðo ðuˈɾan]; born 15 October 1986), known as Nolito ([noˈlito]), is a Spanish professional footballer who plays as a winger or a forward for Segunda División club Ibiza. Having begun his career at lower league clubs he signed for Barcelona in 2008, playing predominantly with its reserves. He totalled over 160 games and 40 goals in La Liga, where he also represented Granada, Celta and Sevilla. Abroad, he played two seasons for Benfica in Portugal, and one in the English Premier League with Manchester City. Nolito made his debut for Spain in November 2014, representing the nation at Euro 2016."
Q6685787,"Louis Graydon Sullivan (June 16, 1951 – March 2, 1991) was an American author and activist known for his work on behalf of trans men. He was perhaps the first transgender man to publicly identify as gay, and is largely responsible for the modern understanding of sexual orientation and gender identity as distinct, unrelated concepts. Sullivan was a pioneer of the grassroots female-to-male (FTM) movement and was instrumental in helping individuals obtain peer-support, counselling, endocrinological services and reconstructive surgery outside of gender dysphoria clinics. He founded FTM International, one of the first organizations specifically for FTM individuals, and his activism and community work was a significant contributor to the rapid growth of the FTM community during the late 1980s."
Q43600,"Matthew the Apostle, also known as Saint Matthew and possibly as Levi, was, according to the New Testament, one of the twelve apostles of Jesus. According to Christian traditions, he was also one of the four Evangelists as author of the Gospel of Matthew, and thus is also known as Matthew the Evangelist, a claim rejected by most biblical scholars, though the ""traditional authorship still has its defenders."" The New Testament records that as a disciple, he followed Jesus, and was one of the witnesses of the Ascension of Jesus. Later Church fathers such as Irenaeus and Clement of Alexandria claim that Matthew preached the Gospel to the Jewish community in Judea, before going to other countries."
Q133308,"Mohamed Mustafa ElBaradei (Arabic: محمد مصطفى البرادعي, romanized: Muḥammad Muṣṭafá al-Barādaʿī, Egyptian Arabic: [mæˈħæmːæd mosˈtˤɑfɑ (ʔe)lbæˈɾædʕi]; born 17 June 1942) is an Egyptian law scholar and diplomat who served as the vice president of Egypt on an interim basis from 14 July 2013 until his resignation on 14 August 2013. He was the Director General of the International Atomic Energy Agency (IAEA), an intergovernmental organization under the auspices of the United Nations, from 1997 to 2009. He and the IAEA were jointly awarded the Nobel Peace Prize in 2005 ""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way"". ElBaradei was also featured in the Western press regarding recent politics in Egypt, particularly the 2011 revolution which ousted President Hosni Mubarak and the 2013 Egyptian coup d'état."
Q2434352,"Matthew William Dellavedova (born 8 September 1990) is an Australian professional basketball player for the Sacramento Kings of the National Basketball Association (NBA). He played college basketball for Saint Mary's College. In 2016, he won the NBA championship as a member of the Cleveland Cavaliers. As a member of the Australian national team, he won bronze at the Tokyo 2020 Olympics."
Q2708262,"Jack Skellington is a character and the main protagonist of the 1993 film The Nightmare Before Christmas. He is a Living Skeleton who is the Pumpkin King of Halloween Town, a fantasy world based solely on the Halloween holiday. Jack is voiced by Chris Sarandon. Danny Elfman provided Jack's singing voice in the original film and soundtrack album, with Sarandon providing Jack's speaking and singing voice in subsequent productions. His overall appearance is a skeleton dressed in a black pin-striped suit and a bow tie that strongly resembles a bat."
Q307,"Galileo di Vincenzo Bonaiuti de' Galilei (15 February 1564 – 8 January 1642) was an Italian astronomer, physicist and engineer, sometimes described as a polymath. Commonly referred to as Galileo, his name was pronounced /ˌɡælɪˈleɪ.oʊ ˌɡælɪˈleɪ.iˌ/ (GAL-ih-LAY-oh GAL-ih-LAY-ee, Italian: [ɡaliˈlɛːo ɡaliˈlɛi]). He was born in the city of Pisa, then part of the Duchy of Florence. Galileo has been called the ""father"" of observational astronomy, modern physics, the scientific method, and modern science. Galileo studied speed and velocity, gravity and free fall, the principle of relativity, inertia, projectile motion and also worked in applied science and technology, describing the properties of pendulums and ""hydrostatic balances""."
Q20692,"Aldegisel, Aldegisl, Aldgillis, Aldgisl, Aldgils or Eadgils (fl. c. 678) was the ruler of Frisia (as king or duke) in the late seventh century contemporarily with Dagobert II and a very obscure figure. All that is known of him is in relation to the famous saint that he harboured and protected, Wilfrid, but he is the first historically verifiable ruler of the Frisians. What the exact title of the Frisian rulers was depends on the source. Frankish sources tend to call them dukes; other sources often call them kings."
Q27768,"Felipe Patavino Saad (born 11 September 1983), known as Felipe Saad, is a Brazilian former professional footballer who played as a defender. Whilst at Guingamp, then in Ligue 2, Saad played in the 2009 Coupe de France Final in which they beat Rennes."
Q27889,Mikel Balenziaga Oruesagasti (Basque: [mikel balens̻iaɣa]; Spanish: [ˈmikel βalenˈθjaɣa]; born 29 February 1988) is a Spanish professional footballer who plays as a left-back for Athletic Bilbao.
Q28966,Tomislav Kiš (born 4 April 1994) is a Croatian football forward who plays for Hungarian club Mezőkövesd.
Q43887,"Slaven Zambata (24 September 1940 – 29 October 2020) was a Croatian professional football player best known for his time at Dinamo Zagreb in the 1960s, for whom he appeared in 171 Yugoslav First League matches. He was also a Yugoslav international, scoring 21 goals in 31 matches for the national side."
Q44473,"Orenthal James Simpson (born July 9, 1947), nicknamed ""Juice"", is an American former football running back, actor, and broadcaster who played for the Buffalo Bills and San Francisco 49ers of the National Football League. Once a popular figure with the U.S. public, he is now best known for being tried for the murders of his former wife, Nicole Brown Simpson, and her friend Ron Goldman. Simpson was acquitted of the murders in criminal court but was later found responsible for both deaths in a civil trial. Simpson attended the University of Southern California (USC), where he played football for the USC Trojans and won the Heisman Trophy in 1968. He played professionally as a running back in the National Football League (NFL) for 11 seasons, primarily with the Buffalo Bills from 1969 to 1977."
Q47674,"Amerigo Vespucci (/vɛˈspuːtʃi/; Italian: [ameˈriːɡo veˈsputtʃi]; 9 March 1451 – 22 February 1512) was an Italian merchant, explorer, and navigator from the Republic of Florence, from whose name the term ""America"" is derived. Between 1497 and 1504, Vespucci participated in at least two voyages of the Age of Discovery, first on behalf of Spain (1499–1500) and then for Portugal (1501–1502). In 1503 and 1505, two booklets were published under his name, containing colourful descriptions of these explorations and other alleged voyages. Both publications were extremely popular and widely read across much of Europe. Although historians still dispute the authorship and veracity of these accounts, at the time they were instrumental in raising awareness of the new discoveries and enhancing the reputation of Vespucci as an explorer and navigator."
Q75814,"Wilhelm Maximilian Wundt (/vʊnt/; German: [vʊnt]; 16 August 1832 – 31 August 1920) was a German physiologist, philosopher, and professor, known today as one of the fathers of modern psychology. Wundt, who distinguished psychology as a science from philosophy and biology, was the first person ever to call himself a psychologist. He is widely regarded as the ""father of experimental psychology"". In 1879, at the University of Leipzig, Wundt founded the first formal laboratory for psychological research. This marked psychology as an independent field of study."
Q79037,"Spider-Man is a superhero appearing in American comic books published by Marvel Comics. Created by writer-editor Stan Lee and artist Steve Ditko, he first appeared in the anthology comic book Amazing Fantasy #15 (August 1962) in the Silver Age of Comic Books. He has since been featured in films, television shows, novels, video games, and plays. Spider-Man is the alias of Peter Parker, an orphan raised by his Aunt May and Uncle Ben in New York City after his parents Richard and Mary Parker died in a plane crash. Lee and Ditko had the character deal with the struggles of adolescence and financial issues and gave him many supporting characters, such as Flash Thompson, J. Jonah Jameson, and Harry Osborn; romantic interests Gwen Stacy, Mary Jane Watson, and the Black Cat; and foes such as Doctor Octopus, the Green Goblin, and Venom."
Q87562,Kenneth Glöckler (born 7 September 1984) is a German rapper known as Kay One. He is also known as Prince Kay One.
Q104029,"Jason Dark is the 'nom de plume' of Helmut Rellergerd, a prolific author of horror detective fiction in the German language. His work has been favourably compared to that of Sir Arthur Conan Doyle."
Q115119,"Julen Lopetegui Agote (Spanish pronunciation: [ˈʝulen lopeˈteɣi aɾˈɣote]; born 28 August 1966) is a Spanish former professional footballer, currently manager of Premier League club Wolverhampton Wanderers. A goalkeeper, he played 149 La Liga matches over nine seasons, representing Real Madrid, Logroñés, Barcelona and Rayo Vallecano in the competition. He added 168 appearances in the Segunda División for three clubs, winning one cap for Spain and being a member of the squad at the 1994 World Cup. Lopetegui started working as a manager in 2003, and spent several years in charge of Spain's youth teams, leading the under-19 and under-21 sides to European titles. He was also head coach of the senior national team for two years, but was dismissed before the start of the 2018 World Cup following the announcement of his agreement to join Real Madrid after the tournament."
Q116491,"Boubacar Dembélé (born March 1, 1982) is a French footballer who plays for Romorantin. He also holds Malian citizenship."
Q117425,"Susan Eloise Hinton (born July 22, 1948) is an American writer best known for her young-adult novels (YA) set in Oklahoma, especially The Outsiders (1967), which she wrote during high school. Hinton is credited with introducing the YA genre. In 1988 she received the inaugural Margaret Edwards Award from the American Library Association for her cumulative contribution in writing for teens."
Q131285,"John Towner Williams KBE (born February 8, 1932) is an American composer, conductor and pianist. In a career that has spanned seven decades, he has composed some of the most popular, recognizable and critically acclaimed film scores in cinematic history. Williams has won 25 Grammy Awards, seven British Academy Film Awards, five Academy Awards and four Golden Globe Awards. With 52 Academy Award nominations, he is the second most-nominated individual, after Walt Disney. His compositions are considered the epitome of film music and he is considered among the greatest composers in the history of cinema."
Q144086,"Galaktion Tabidze (Georgian: გალაკტიონ ტაბიძე), simply referred to as Galaktioni (Georgian: გალაკტიონი),(November 17, 1892 – March 17, 1959), was a Georgian poet of the twentieth century whose writings profoundly influenced all subsequent generations of Georgian poets. He survived Joseph Stalin's Great Purge of the 1930s, which claimed the lives of many of his fellow writers, friends and relatives, but came under heavy pressure from the Soviet authorities. Those years plunged him into depression and alcoholism. He was placed in a psychiatric hospital in Tbilisi, where he committed suicide."
Q151892,"Ariana Grande-Butera (/ˌɑːriˈɑːnə ˈɡrɑːndeɪ/ AR-ee-AH-nə GRAHN-day; born June 26, 1993) is an American singer, songwriter, and actress. Her four-octave vocal range has received critical acclaim, and her personal life has been the subject of widespread media attention. She has received numerous accolades throughout her career, including two Grammy Awards, one Brit Award, one Bambi Award, two Billboard Music Awards, three American Music Awards, nine MTV Video Music Awards, and 30 Guinness World Records. Grande began her music career at age 15 in the 2008 Broadway musical 13. She rose to fame for playing Cat Valentine in the Nickelodeon television series Victorious (2010–2013) and Sam & Cat (2013–2014)."
